Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average
227.11000061035156,227.13999938964844,226.9709930419922,227.1300048828125,218575,0.0,0.0,227.23996276855468
227.1199951171875,227.3699951171875,227.0800018310547,227.32009887695312,166462,0.0,0.0,227.21198120117188
227.33999633789062,227.60000610351562,227.3300018310547,227.389892578125,261276,0.0,0.0,227.2179382324219
227.38999938964844,227.55999755859375,227.33999633789062,227.52000427246094,125498,0.0,0.0,227.29494018554686
227.50999450683594,227.7100067138672,227.46499633789062,227.7050018310547,176818,0.0,0.0,227.41300048828126
227.7100067138672,227.83999633789062,227.6300048828125,227.6699981689453,226522,0.0,0.0,227.5209991455078
227.6699981689453,227.76780700683594,227.60000610351562,227.7100067138672,130394,0.0,0.0,227.59898071289064
227.72000122070312,227.72000122070312,227.6199951171875,227.6363983154297,124603,0.0,0.0,227.64828186035157
227.62010192871094,227.63999938964844,227.52999877929688,227.57000732421875,147713,0.0,0.0,227.6582824707031
227.57000732421875,227.75,227.56500244140625,227.74000549316406,142538,0.0,0.0,227.665283203125
227.72999572753906,227.84140014648438,227.7100067138672,227.76499938964844,406922,0.0,0.0,227.6842834472656
227.77999877929688,227.8000030517578,227.61000061035156,227.77000427246094,248130,0.0,0.0,227.69628295898437
227.78500366210938,227.79330444335938,227.66009521484375,227.7100067138672,142314,0.0,0.0,227.71100463867188
227.7100067138672,227.86500549316406,227.67999267578125,227.8000030517578,174857,0.0,0.0,227.7570037841797
227.7899932861328,227.7899932861328,227.55320739746094,227.70989990234375,183702,0.0,0.0,227.75098266601563
227.6999969482422,227.7017059326172,227.46200561523438,227.54949951171875,211782,0.0,0.0,227.7078826904297
227.56500244140625,227.6295928955078,227.46499633789062,227.5749969482422,248466,0.0,0.0,227.66888122558595
227.5800018310547,227.7899932861328,227.5749969482422,227.7100067138672,266861,0.0,0.0,227.66888122558595
227.7198028564453,227.73500061035156,227.5800018310547,227.67999267578125,203712,0.0,0.0,227.64487915039064
227.67999267578125,227.7281951904297,227.3300018310547,227.3699951171875,363342,0.0,0.0,227.57689819335937
227.3699951171875,227.50999450683594,227.27000427246094,227.49000549316406,342579,0.0,0.0,227.56499938964845
227.49000549316406,227.49000549316406,227.0500030517578,227.11000061035156,666513,0.0,0.0,227.4720001220703
227.1300048828125,227.74000549316406,226.99000549316406,227.6199951171875,2091442,0.0,0.0,227.45399780273436
229.0,229.29989624023438,228.6199951171875,229.0800018310547,1826791,0.0,0.0,227.73399963378907
229.0800018310547,229.1199951171875,228.32000732421875,228.34719848632812,609154,0.0,0.0,227.9294403076172
228.35000610351562,228.60000610351562,227.99000549316406,228.05990600585938,594691,0.0,0.0,228.04342041015624
228.05999755859375,228.96119689941406,228.05999755859375,228.83099365234375,618780,0.0,0.0,228.3876190185547
228.83999633789062,229.1999969482422,228.75999450683594,228.99000549316406,498925,0.0,0.0,228.66162109375
228.97999572753906,229.11599731445312,228.60000610351562,228.8000030517578,335293,0.0,0.0,228.60562133789062
228.80999755859375,229.52000427246094,228.77999877929688,229.11500549316406,738564,0.0,0.0,228.75918273925782
229.10679626464844,229.39999389648438,228.9600067138672,229.3000030517578,445375,0.0,0.0,229.0072021484375
229.2899932861328,229.33299255371094,228.92999267578125,229.0399932861328,408957,0.0,0.0,229.04900207519532
229.0399932861328,229.20989990234375,228.83999633789062,228.889892578125,330135,0.0,0.0,229.0289794921875
228.89199829101562,229.1602020263672,228.85000610351562,229.0,375354,0.0,0.0,229.06897888183593
229.0,229.2698974609375,228.91229248046875,228.96499633789062,292997,0.0,0.0,229.03897705078126
228.96499633789062,229.00999450683594,228.5,228.54989624023438,478859,0.0,0.0,228.88895568847656
228.55999755859375,228.8719940185547,228.5399932861328,228.8300018310547,290754,0.0,0.0,228.84695739746093
228.82000732421875,228.89990234375,228.5500030517578,228.57200622558594,249188,0.0,0.0,228.78338012695312
228.57310485839844,228.92579650878906,228.55999755859375,228.88999938964844,260232,0.0,0.0,228.76138000488282
228.91000366210938,229.07000732421875,228.69000244140625,228.86500549316406,283545,0.0,0.0,228.7413818359375
228.8699951171875,228.8699951171875,228.6009979248047,228.63999938964844,246494,0.0,0.0,228.7594024658203
228.63999938964844,228.63999938964844,228.5,228.55999755859375,230776,0.0,0.0,228.7054016113281
228.2550048828125,228.3699951171875,228.02000427246094,228.19000244140625,476155,0.0,0.0,228.62900085449218
228.19000244140625,228.4199981689453,227.9373016357422,228.16299438476562,351089,0.0,0.0,228.4835998535156
228.16000366210938,228.22000122070312,227.9499969482422,227.9949951171875,319892,0.0,0.0,228.30959777832032
227.99000549316406,228.1300048828125,227.83999633789062,227.9600067138672,667400,0.0,0.0,228.17359924316406
227.97999572753906,228.24000549316406,227.92999267578125,228.1300048828125,216985,0.0,0.0,228.0876007080078
228.1199951171875,228.1199951171875,227.6699981689453,227.75999450683594,301155,0.0,0.0,228.00159912109376
227.77000427246094,227.99000549316406,227.76499938964844,227.9600067138672,144572,0.0,0.0,227.96100158691405
227.96499633789062,228.25,227.8699951171875,228.11000061035156,200882,0.0,0.0,227.98400268554687
228.1300048828125,228.1699981689453,227.69000244140625,227.69000244140625,188922,0.0,0.0,227.93000183105468
227.69769287109375,227.69769287109375,227.3000030517578,227.60000610351562,451440,0.0,0.0,227.82400207519532
227.66000366210938,227.71200561523438,227.3699951171875,227.50999450683594,836318,0.0,0.0,227.7740020751953
227.50999450683594,227.8699951171875,227.44000244140625,227.7949981689453,190567,0.0,0.0,227.74100036621093
227.8000030517578,227.9499969482422,227.57000732421875,227.60000610351562,174039,0.0,0.0,227.63900146484374
227.61630249023438,227.74000549316406,227.4499969482422,227.69000244140625,224538,0.0,0.0,227.63900146484374
227.70010375976562,227.97000122070312,227.64309692382812,227.8699951171875,228569,0.0,0.0,227.69299926757813
227.8699951171875,227.94000244140625,227.77000427246094,227.91000366210938,154802,0.0,0.0,227.77300109863282
227.9199981689453,228.25,227.8699951171875,228.14999389648438,243554,0.0,0.0,227.84400024414063
228.13999938964844,228.22000122070312,228.052001953125,228.16000366210938,126609,0.0,0.0,227.95599975585938
228.1678924560547,228.33999633789062,228.14999389648438,228.2449951171875,151473,0.0,0.0,228.06699829101564
228.24000549316406,228.3300018310547,228.17999267578125,228.30990600585938,137410,0.0,0.0,228.15498046875
228.2899932861328,228.3000030517578,228.1699981689453,228.2100067138672,118092,0.0,0.0,228.21498107910156
228.2100067138672,228.25,228.02000427246094,228.04580688476562,144421,0.0,0.0,228.19414367675782
228.05999755859375,228.3282928466797,228.0500030517578,228.32000732421875,182023,0.0,0.0,228.22614440917968
228.33999633789062,228.6199951171875,228.3300018310547,228.5500030517578,283494,0.0,0.0,228.28714599609376
228.50999450683594,228.5290069580078,228.17999267578125,228.21090698242188,156150,0.0,0.0,228.26734619140626
228.2100067138672,228.2899932861328,228.01829528808594,228.0500030517578,174354,0.0,0.0,228.23534545898437
228.06500244140625,228.16000366210938,227.9600067138672,227.99000549316406,141685,0.0,0.0,228.22418518066405
227.99000549316406,228.139404296875,227.9199981689453,228.11000061035156,167836,0.0,0.0,228.18218383789062
228.11000061035156,228.12710571289062,227.97999572753906,227.9949951171875,130662,0.0,0.0,228.07118225097656
227.99000549316406,228.14869689941406,227.92999267578125,227.98500061035156,143198,0.0,0.0,228.0260009765625
227.9886932373047,227.99000549316406,227.80999755859375,227.87579345703125,140212,0.0,0.0,227.99115905761718
227.86599731445312,228.07000732421875,227.84860229492188,228.05499267578125,143336,0.0,0.0,228.00415649414063
228.07000732421875,228.0800018310547,227.8800048828125,227.90499877929688,98948,0.0,0.0,227.9631561279297
227.89999389648438,228.1439971923828,227.89999389648438,228.125,105607,0.0,0.0,227.9891571044922
228.1199951171875,228.38409423828125,228.08999633789062,228.36500549316406,230896,0.0,0.0,228.06515808105468
228.36000061035156,228.52000427246094,228.19000244140625,228.22999572753906,194305,0.0,0.0,228.13599853515626
228.2449951171875,228.3249969482422,228.08999633789062,228.08999633789062,146363,0.0,0.0,228.14299926757812
228.09750366210938,228.09750366210938,227.89999389648438,227.9521026611328,246386,0.0,0.0,228.1524200439453
227.9499969482422,228.0399932861328,227.85000610351562,227.93499755859375,158817,0.0,0.0,228.11441955566406
227.9499969482422,228.13999938964844,227.9499969482422,228.06500244140625,204310,0.0,0.0,228.0544189453125
228.0749969482422,228.11000061035156,227.8300018310547,227.89500427246094,196318,0.0,0.0,227.98742065429687
227.89999389648438,227.931396484375,227.52999877929688,227.7205047607422,246973,0.0,0.0,227.91352233886718
227.72999572753906,227.82200622558594,227.57000732421875,227.75999450683594,186188,0.0,0.0,227.8751007080078
227.75999450683594,227.88999938964844,227.6199951171875,227.8000030517578,188003,0.0,0.0,227.8481018066406
227.7899932861328,228.08990478515625,227.7899932861328,228.02000427246094,187538,0.0,0.0,227.83910217285157
228.01499938964844,228.0655059814453,227.9199981689453,227.97999572753906,119079,0.0,0.0,227.8561004638672
227.9777069091797,228.19000244140625,227.9499969482422,228.10659790039062,157407,0.0,0.0,227.93331909179688
228.11000061035156,228.1199951171875,227.86000061035156,228.0500030517578,153494,0.0,0.0,227.99132080078124
228.0399932861328,228.1199951171875,227.88999938964844,227.9499969482422,149853,0.0,0.0,228.0213195800781
227.9499969482422,228.07000732421875,227.8782958984375,227.93499755859375,192007,0.0,0.0,228.0043182373047
227.92999267578125,228.1300048828125,227.91000366210938,227.9199981689453,200649,0.0,0.0,227.99231872558593
227.93499755859375,228.0500030517578,227.77999877929688,227.84500122070312,181230,0.0,0.0,227.93999938964845
227.83999633789062,227.8800048828125,227.66409301757812,227.80999755859375,202735,0.0,0.0,227.89199829101562
227.82000732421875,227.8800048828125,227.67999267578125,227.82000732421875,220716,0.0,0.0,227.86600036621093
227.82000732421875,227.85000610351562,227.72999572753906,227.74000549316406,201279,0.0,0.0,227.827001953125
227.72999572753906,227.74989318847656,227.5500030517578,227.69000244140625,278917,0.0,0.0,227.7810028076172
227.69000244140625,227.74000549316406,227.5500030517578,227.5749969482422,257451,0.0,0.0,227.727001953125
227.55999755859375,227.93499755859375,227.55999755859375,227.72999572753906,470465,0.0,0.0,227.71100158691405
227.92999267578125,228.0,227.7100067138672,227.82000732421875,2274326,0.0,0.0,227.71100158691405
231.0,232.34120178222656,230.94000244140625,232.29200744628906,5018142,0.0,0.0,228.62140197753905
232.2899932861328,232.30999755859375,231.56500244140625,232.11590576171875,1291722,0.0,0.0,229.50658264160157
232.110107421875,232.1999969482422,231.5399932861328,231.5399932861328,803458,0.0,0.0,230.2995819091797
231.55499267578125,231.89999389648438,231.27000427246094,231.62269592285156,661990,0.0,0.0,231.0781219482422
231.6300048828125,231.6750030517578,231.0399932861328,231.33999633789062,616018,0.0,0.0,231.78211975097656
231.3249969482422,231.60000610351562,230.72000122070312,230.9250030517578,518412,0.0,0.0,231.50871887207032
230.9250030517578,231.3300018310547,230.9250030517578,231.1199951171875,492989,0.0,0.0,231.30953674316407
231.1009063720703,231.19000244140625,230.5399932861328,230.82000732421875,449720,0.0,0.0,231.16553955078126
230.83990478515625,230.83990478515625,230.5399932861328,230.6320037841797,426023,0.0,0.0,230.96740112304687
230.63999938964844,230.77999877929688,230.30999755859375,230.5966033935547,454535,0.0,0.0,230.8187225341797
230.58999633789062,230.73989868164062,230.41000366210938,230.5399932861328,350428,0.0,0.0,230.7417205810547
230.5399932861328,231.0,230.3800048828125,230.97999572753906,704080,0.0,0.0,230.713720703125
230.97000122070312,231.22500610351562,230.75,231.22500610351562,535767,0.0,0.0,230.7947204589844
231.1999969482422,231.5,231.0399932861328,231.11050415039062,433784,0.0,0.0,230.89042053222656
231.1199951171875,231.35000610351562,231.01010131835938,231.09010314941406,247605,0.0,0.0,230.98912048339844
231.1199951171875,231.59559631347656,231.10009765625,231.4600067138672,381482,0.0,0.0,231.17312316894532
231.4600067138672,231.67999267578125,231.4208984375,231.55999755859375,348856,0.0,0.0,231.28912353515625
231.5500030517578,231.75999450683594,231.52999877929688,231.61000061035156,298173,0.0,0.0,231.36612243652343
231.5449981689453,231.72999572753906,231.51150512695312,231.7075958251953,334346,0.0,0.0,231.48554077148438
231.7050018310547,231.91000366210938,231.3800048828125,231.4499969482422,510703,0.0,0.0,231.55751953125
231.46499633789062,231.82000732421875,231.44000244140625,231.7899932861328,287648,0.0,0.0,231.62351684570314
231.7949981689453,231.87559509277344,231.55999755859375,231.5800018310547,313358,0.0,0.0,231.6275177001953
231.57000732421875,231.72999572753906,231.52000427246094,231.7100067138672,215383,0.0,0.0,231.64751892089845
231.71499633789062,232.04989624023438,231.7100067138672,231.89999389648438,682189,0.0,0.0,231.68599853515624
232.02000427246094,232.15499877929688,231.84129333496094,231.91000366210938,443515,0.0,0.0,231.7779998779297
231.9398956298828,232.17990112304688,231.83999633789062,231.9801025390625,339903,0.0,0.0,231.81602172851564
231.99000549316406,232.07000732421875,231.8300018310547,232.0500030517578,321668,0.0,0.0,231.91002197265624
232.0500030517578,232.22000122070312,231.94000244140625,232.19000244140625,277168,0.0,0.0,232.00602111816406
232.17999267578125,232.42999267578125,232.0800018310547,232.27000427246094,436489,0.0,0.0,232.08002319335938
232.28500366210938,232.36000061035156,232.1300048828125,232.25,260861,0.0,0.0,232.1480224609375
232.25,232.41000366210938,232.13999938964844,232.3249969482422,282663,0.0,0.0,232.21700134277344
232.3300018310547,232.50999450683594,232.3137969970703,232.42999267578125,403635,0.0,0.0,232.29299926757812
232.4550018310547,232.52000427246094,232.17999267578125,232.3300018310547,393456,0.0,0.0,232.3209991455078
232.35000610351562,232.41990661621094,232.25999450683594,232.30999755859375,201321,0.0,0.0,232.32899780273436
232.30499267578125,232.53829956054688,232.11000061035156,232.13499450683594,414430,0.0,0.0,232.30599670410157
232.139892578125,232.2698974609375,232.0800018310547,232.1199951171875,172828,0.0,0.0,232.26499633789064
232.1199951171875,232.13999938964844,231.82000732421875,231.89999389648438,286359,0.0,0.0,232.15899658203125
231.88999938964844,232.19309997558594,231.88999938964844,232.0998992919922,215705,0.0,0.0,232.11297607421875
232.0850067138672,232.1699981689453,231.99200439453125,232.11000061035156,177071,0.0,0.0,232.0729766845703
232.10000610351562,232.16000366210938,231.9499969482422,232.13999938964844,148328,0.0,0.0,232.0739776611328
232.12879943847656,232.1999969482422,231.9600067138672,232.0,159011,0.0,0.0,232.04997863769532
231.9949951171875,232.00999450683594,231.74000549316406,231.7877960205078,233660,0.0,0.0,232.0275390625
231.77999877929688,232.03990173339844,231.77999877929688,231.781005859375,174230,0.0,0.0,231.96376037597656
231.77999877929688,231.8699951171875,231.64999389648438,231.656494140625,184995,0.0,0.0,231.87305908203126
231.64999389648438,231.80810546875,231.38999938964844,231.4550018310547,375361,0.0,0.0,231.7360595703125
231.4550018310547,231.7100067138672,231.30999755859375,231.66259765625,201650,0.0,0.0,231.6685791015625
231.6649932861328,231.9600067138672,231.625,231.85000610351562,197783,0.0,0.0,231.68102111816407
231.85989379882812,231.92909240722656,231.63999938964844,231.64500427246094,146613,0.0,0.0,231.65382080078126
231.64999389648438,231.80999755859375,231.55999755859375,231.5850067138672,196262,0.0,0.0,231.6395233154297
231.58990478515625,231.64999389648438,231.44500732421875,231.44500732421875,197325,0.0,0.0,231.6375244140625
231.4600067138672,231.52999877929688,231.32029724121094,231.5,208986,0.0,0.0,231.6050048828125
231.5,231.64999389648438,231.42999267578125,231.61419677734375,174499,0.0,0.0,231.55784301757814
231.6199951171875,231.75999450683594,231.5500946044922,231.75,198639,0.0,0.0,231.57884216308594
231.7550048828125,232.0,231.58999633789062,231.83999633789062,293888,0.0,0.0,231.6298400878906
231.8249969482422,231.889892578125,231.63999938964844,231.6999969482422,171568,0.0,0.0,231.68083801269532
231.6999969482422,231.75990295410156,231.5413055419922,231.72000122070312,190563,0.0,0.0,231.72483825683594
231.6999969482422,231.72000122070312,231.44320678710938,231.50999450683594,260204,0.0,0.0,231.70399780273436
231.5,231.55560302734375,231.0800018310547,231.09010314941406,318124,0.0,0.0,231.5720184326172
231.08909606933594,231.1999969482422,230.5500030517578,230.8300018310547,536879,0.0,0.0,231.37001953125
230.83999633789062,231.11000061035156,230.63999938964844,231.00999450683594,358417,0.0,0.0,231.23201904296874
231.0,231.4799041748047,230.77639770507812,231.3249969482422,324256,0.0,0.0,231.15301818847655
231.3249969482422,231.7100067138672,231.25999450683594,231.6490020751953,315277,0.0,0.0,231.18081970214843
231.66000366210938,231.80999755859375,231.5,231.8000946044922,280948,0.0,0.0,231.32281799316405
231.82000732421875,231.91000366210938,231.6750030517578,231.7100067138672,273792,0.0,0.0,231.49881896972656
231.7100067138672,231.8800048828125,231.57000732421875,231.8300018310547,230073,0.0,0.0,231.6628204345703
231.81500244140625,231.8800048828125,231.7100067138672,231.75160217285156,162586,0.0,0.0,231.74814147949218
231.72500610351562,231.75990295410156,231.45010375976562,231.6199951171875,274082,0.0,0.0,231.74234008789062
231.625,231.8300018310547,231.49000549316406,231.6199951171875,370157,0.0,0.0,231.7063201904297
231.61500549316406,231.6199951171875,231.32000732421875,231.4149932861328,273073,0.0,0.0,231.6473175048828
231.4149932861328,231.4799041748047,231.3300018310547,231.34500122070312,266324,0.0,0.0,231.5503173828125
231.34140014648438,231.41000366210938,231.17999267578125,231.23500061035156,325586,0.0,0.0,231.4469970703125
231.22999572753906,231.30499267578125,231.0399932861328,231.22000122070312,289676,0.0,0.0,231.36699829101562
231.2050018310547,231.34689331054688,231.16000366210938,231.23440551757812,315761,0.0,0.0,231.28988037109374
231.24000549316406,231.33999633789062,231.11000061035156,231.28970336914062,360120,0.0,0.0,231.26482238769532
231.28500366210938,231.42999267578125,231.17999267578125,231.38999938964844,456992,0.0,0.0,231.27382202148436
231.38999938964844,231.67999267578125,231.32009887695312,231.4340057373047,601163,0.0,0.0,231.313623046875
231.42999267578125,232.47000122070312,231.42999267578125,232.19000244140625,2321975,0.0,0.0,231.50762329101562
232.1999969482422,233.0,232.19000244140625,233.0,5021987,0.0,0.0,231.8607421875
228.5,228.77000427246094,227.25,227.64500427246094,6018177,0.0,0.0,231.13180236816407
227.61000061035156,227.6699981689453,226.30999755859375,226.75999450683594,2130824,0.0,0.0,230.20580139160157
226.74000549316406,226.92919921875,226.39999389648438,226.58999633789062,1194704,0.0,0.0,229.23699951171875
226.80999755859375,226.90899658203125,226.10000610351562,226.11500549316406,1379218,0.0,0.0,228.02200012207032
226.08999633789062,226.30999755859375,225.77000427246094,226.00990295410156,1287942,0.0,0.0,226.6239807128906
226.00990295410156,226.1544952392578,225.6199951171875,226.125,1195642,0.0,0.0,226.31997985839843
226.11480712890625,226.2899932861328,225.47999572753906,226.0050048828125,1191386,0.0,0.0,226.16898193359376
225.99000549316406,226.24000549316406,225.4499969482422,225.4600067138672,952348,0.0,0.0,225.94298400878907
225.1999969482422,225.65499877929688,225.1699981689453,225.3699951171875,998782,0.0,0.0,225.79398193359376
225.3699951171875,225.3699951171875,224.75,225.05870056152344,963127,0.0,0.0,225.60374145507814
225.0500030517578,225.3300018310547,224.97999572753906,225.11000061035156,794523,0.0,0.0,225.40074157714844
225.25,225.27000427246094,224.66000366210938,224.9600067138672,679186,0.0,0.0,225.19174194335938
224.6999969482422,225.01559448242188,224.5399932861328,224.76390075683594,576380,0.0,0.0,225.05252075195312
224.72000122070312,225.0,224.63999938964844,224.92999267578125,592231,0.0,0.0,224.9645202636719
224.92999267578125,225.47000122070312,224.89999389648438,225.2100067138672,776313,0.0,0.0,224.99478149414062
225.23500061035156,225.32000732421875,224.99000549316406,225.01499938964844,504015,0.0,0.0,224.97578125
224.94000244140625,225.11000061035156,224.86000061035156,225.03399658203125,437132,0.0,0.0,224.9905792236328
225.0500030517578,225.3800048828125,225.02999877929688,225.32000732421875,445082,0.0,0.0,225.10180053710937
225.1407928466797,225.1407928466797,224.860107421875,224.889892578125,437570,0.0,0.0,225.09378051757812
224.8249969482422,224.92999267578125,224.58999633789062,224.63999938964844,602841,0.0,0.0,224.9797790527344
224.6300048828125,224.88999938964844,224.52000427246094,224.7899932861328,451839,0.0,0.0,224.93477783203124
224.78500366210938,224.9600067138672,224.68359375,224.71009826660156,402294,0.0,0.0,224.8699981689453
224.72999572753906,224.97799682617188,224.681396484375,224.94000244140625,1452914,0.0,0.0,224.79399719238282
224.9499969482422,225.5,224.8699951171875,225.47500610351562,559939,0.0,0.0,224.91101989746093
225.47000122070312,225.5,225.0500030517578,225.46319580078125,385088,0.0,0.0,225.0756591796875
225.4550018310547,225.6199951171875,225.22999572753906,225.5885009765625,477944,0.0,0.0,225.23536071777343
225.5850067138672,225.94000244140625,225.50999450683594,225.69009399414062,548737,0.0,0.0,225.43135986328124
225.69000244140625,225.69000244140625,225.27999877929688,225.47500610351562,375097,0.0,0.0,225.53836059570312
225.47999572753906,225.77000427246094,225.47999572753906,225.58990478515625,283203,0.0,0.0,225.56134033203125
225.60499572753906,225.6699981689453,225.2100067138672,225.22000122070312,349591,0.0,0.0,225.51270141601563
225.2100067138672,225.53990173339844,225.0749969482422,225.4398956298828,321028,0.0,0.0,225.48298034667968
225.44000244140625,225.67250061035156,225.4300994873047,225.63909912109375,333009,0.0,0.0,225.4727813720703
225.6199951171875,225.82000732421875,225.19000244140625,225.2899932861328,319234,0.0,0.0,225.43577880859374
225.30999755859375,225.51170349121094,225.25689697265625,225.4600067138672,253559,0.0,0.0,225.40979919433593
225.4586944580078,225.65139770507812,225.41000366210938,225.4243927001953,326919,0.0,0.0,225.45067749023437
225.44000244140625,225.52999877929688,225.2050018310547,225.31300354003906,1262853,0.0,0.0,225.42529907226563
225.3000030517578,225.39500427246094,224.77000427246094,225.0749969482422,501489,0.0,0.0,225.3124786376953
225.05499267578125,225.2100067138672,224.64999389648438,224.72999572753906,388867,0.0,0.0,225.20047912597656
224.72999572753906,224.92999267578125,224.42999267578125,224.5189971923828,379974,0.0,0.0,225.01227722167968
224.5395050048828,224.60000610351562,224.26780700683594,224.44000244140625,385973,0.0,0.0,224.81539916992188
224.44149780273438,224.9600067138672,224.42999267578125,224.7801055908203,394275,0.0,0.0,224.7088195800781
224.8000030517578,225.0,224.5301055908203,224.75,326437,0.0,0.0,224.6438201904297
224.75999450683594,224.77000427246094,224.61000061035156,224.6313018798828,289007,0.0,0.0,224.62408142089845
